"NUM_CONTA"
95932, 4654631
555555
1005131
1011915
1016385
1017276
1025436
1035260
1037951
1038942
1039601
1042845
1044775
1050590
1053396
1053586
1057843
1059260
1065234
1066836
1071232
1079631
1085448
1095165
1096189
1099134
1108927
1111038
1113513
1115120
1119056
1125087
1130707
1139617
1139633
1140151
1144138
1148261
1148949
1149376
1149863
1155068
1155530
1155597
1157312
1161850
1162320
1165448
1171438
1171719
1175413
1178938
1191063
1191816
1191899
1193648
1193671
1197771
1199553
1203561
1204783
1205509
1205681
1210491
1213230
1213255
1214469
1217082
1217090
1217751
1219690
1221209
1223247
1225176
1231182
1232602
1236686
1240092
1241041
1241918
1263870
1273986
1277896
1279314
1284504
1288687
1288943
1302009
1303684
1307867
1311851
1315712
1317445
1319078
1320647
1326867
1329762
1329986
1334697
1335710
1335892
1337039
1340082
1344431
1347079
1348812
1349356
1353424
1360270
1363878
1363951
1364017
1365642
1365774
1368794
1378231
1378819
1380112
1381003
1382233
1382290
1382332
1382399
1382423
1382779
1382811
1382829
1382852
1383108
1383116
1383132
1383140
1383272
1383322
1383447
1383488
1383694
1383751
1383769
1383777
1383785
1383793
1383801
1383819
1383850
1383876
1383884
1383892
1383900
1383918
1383926
1383942
1383959
1383967
1383991
1384007
1384015
1384023
1384049
1384064
1384080
1384098
1384106
1384114
1384122
1384130
1384155
1384171
1384205
1384213
1384221
1384239
1384247
1384254
1384262
1384270
1384296
1384304
1384312
1384338
1384346
1384353
5000013
5000021
5000039
5000047
5000054
5000062
5000070
5000088
5000096
5000104
5000112
5000120
5000138
5000146
5000153
5000161
5000179
5000187
5000195
5000203
5000211
5000229
5000237
5000245
5000252
5000260
5000278
5000286
5000294
5000302
5000310
5000328
5000336
5000344
5000351
5000369
5000377
5000385
5000393
5000401
5000419
5000427
5000435
5000443
5000450
5000468
5000476
5000484
5000492
5000518
5000526
5000534
5000542
5000559
5000567
5000575
5000583
5000591
5000609
5000617
5000625
5000633
5000641
5000658
5000666
5000674
5000682
5000690
5000708
5000716
5000724
5000732
5000740
5000757
5000765
5000773
5000781
5000799
5000807
5000815
5000823
5000831
5000849
5000856
5000864
5000872
5000880
5000898
5000906
5000914
5000922
5000930
5000948
5000955
5000963
5000971
5000989
5000997
5001003
5001011
5001029
5001037
5001045
5001052
5001060
5001078
5001086
5001094
5001102
5001110
5001128
5001136
5001144
5001151
5001169
5001177
5001185
5001193
5001201
5001219
5001227
5001235
5001243
5001250
5001268
5001276
5001284
5001292
5001300
5001318
5001326
5001334
5001342
5001359
5001367
5001375
5001383
5001391
5001409
5001417
5001425
5001433
5001441
5001458
5001466
5001474
5001482
5001490
5001508
5001516
5001524
5001532
5001540
5001557
5001565
5001573
5001581
5001599
5001607
5001615
5001623
5001631
5001649
5001656
5001664
5001672
5001680
5001698
5001706
5001714
5001722
5001730
5001748
5001755
5001763
5001771
5001789
5001797
5001805
5001813
5001821
5001839
5001847
5001854
5001862
5001870
5001888
5001896
5001904
5001912
5001920
5001938
5001946
5001953
5001961
5001979
5001987
5001995
5002001
5002068
5002126
5002324
5002340
5002456
5002506
5002852
5002894
5009857
5011424
5012372
5016779
5019575
5027701
5031661
5031851
5037858
5039854
5044839
5048434
5050612
5056759
5068630
5076807
5086665
5090600
5091913
5096300
5109863
5112842
5116488
5118716
5124383
5132733
5140686
5153366
5153382
5153903
5159629
5159728
5165493
5166467
5166897
5167671
5174909
5175369
5175666
5175724
5178314
5184593
5185350
5189634
5190921
5197942
5198536
5203682
5208657
5225776
5226816
5226899
5229513
5229547
5233366
5235387
5237748
5239314
5243498
5243654
5245295
5246301
5246483
5248521
5251590
5253323
5256938
5256953
5258744
5262522
5262530
5263488
5266291
5268388
5271291
5273800
5282421
5284427
5289954
5294806
5296330
5297494
5328448
5342597
5347984
5349980
5357496
5363429
5363684
5383369
5384011
5390869
5395330
5396221
5404405
5407366
5414263
5415955
5416904
5419544
5420187
5424171
5424197
5428032
5428339
5429766
5430194
5431390
5432372
5432448
5432968
5439179
5441951
5442090
5442314
5447156
5448170
5448352
5449491
5452545
5455019
5456892
5459532
5461272
5461819
5462346
5465885
5472733
5476338
5476411
5476478
5478102
5478235
5481254
5490701
5491287
5492582
5493481
5494356
5494729
5494786
5494828
5494885
5494919
5495262
5495304
5495312
5495346
5495353
5495361
5495387
5495411
5495429
5495593
5495601
5495627
5495635
5495809
5495858
5495999
5496039
5496229
5496278
5496336
5496344
5496351
5496369
5496377
5496385
5496393
5496401
5496435
5496450
5496468
5496476
5496484
5496492
5496500
5496526
5496534
5496542
5496559
5496567
5496575
5496609
5496617
5496625
5496633
5496658
5496674
5496690
5496708
5496716
5496724
5496732
5496740
5496765
5496781
5496815
5496823
5496831
5496849
5496856
5496864
5496872
5496880
5496906
5496914
5496922
5496948
5496955
5496963
5496997
5497029
5497037
5497045
5497060
5497078
5497086
5497094
5497128
5497136
5497144
5497151
5497169
5497177
5497185
5497193
5497201
5497250
5497268
5497276
5497284
5497292
5497300
5497318
5497326
5497334
5497342
5497359
5497375
5497383
5497391
5497409
5497425
5497433
5497441
5497458
5497466
5497474
5497482
5497490
5497508
5497524
5497532
5497540
5497557
5497565
5497573
5497581
5497599
5497623
5497631
5497656
5497672
5497680
5497698
5497706
5497714
5497728
5497730
5497748
5497755
5497763
5497771
5497789
5497797
5497805
5497813
5497821
5497839
5497847
5497854
5497862
5497870
5497888
5497896
5497904
5497912
5497920
5497938
5497946
5497961
5497979
5497987
5497995
5498001
5498019
5498027
5498035
5498043
5498050
5498068
5498076
5498084
5498092
5498100
5498118
5498134
5498159
5498175
5498191
5498217
5498225
5498233
5498241
5498274
5498308
5498365
5498399
5498407
5498431
5498456
5498480
5498514
5498548
5498555
5498589
5498605
5498613
5498621
5498639
5498647
5498654
5498662
5498670
5498688
5498696
5498704
5498712
5498720
5498738
5498746
5498779
5498787
5498795
5498803
5498811
5498829
5498837
5498845
5498852
5498860
5498878
5498886
5498894
5498902
5498910
5498928
5498936
5498944
5498951
5498969
5498977
5498985
5498993
5499009
5499017
5499025
5499033
5499041
5499058
5499066
5499074
5499082
5499090
5499108
5499116
5499124
5499132
5499140
5499157
5499165
5499173
5499181
5499199
5499207
5499215
5499223
5499231
5499249
5499256
5499264
5499272
5499280
5499298
5499306
5499322
5499330
5499355
5499389
5499397
5499413
5499421
5499439
5499447
5499454
5499462
5499470
5499488
5499496
5499504
5499512
5499520
5499546
5499553
5499561
5499579
5499587
5499595
5499603
5499611
5499629
5499637
5499645
5499652
5499660
5499678
5499686
5499694
5499702
5499710
5499728
5499751
5499769
5499777
5499785
5499793
5499801
5499819
5499827
5499835
5499850
5499892
5499900
5499918
5499926
5499934
5499967
5499975
5499983
5499991
5500004
5500012
5500020
5500046
5500053
5500061
5500079
5500087
5500095
5500103
5500111
5500129
5500137
5500172
5500186
5500194
5500202
5500210
5500228
5500236
5500244
5500251
5500269
5500277
5500285
5500293
5500301
5500319
5500327
5500335
5500343
5500350
5500376
5500384
5500392
5500400
